czas;sterowanie;pozycja;generator PRBS
2,762;0,12080143;12,1;12,220801
2,763;0,070801435;12,15;12,220801
2,764;0,070801435;12,15;12,220801
2,765;0,12080143;12,1;12,220801
2,766;0,12080143;12,1;12,220801
2,767;0,12080143;12,1;12,220801
2,768;0,095801435;12,125;12,220801
2,769;0,12080143;12,1;12,220801
2,77;0,12080143;12,1;12,220801
2,771;0,12080143;12,1;12,220801
2,772;0,12080143;12,1;12,220801
2,773;0,12080143;12,1;12,220801
2,774;0,12080143;12,1;12,220801
2,775;0,095801435;12,125;12,220801
2,776;0,095801435;12,125;12,220801
2,777;0,095801435;12,125;12,220801
2,778;0,14580143;12,075;12,220801
2,779;0,095801435;12,125;12,220801
2,78;0,095801435;12,125;12,220801
2,781;0,095801435;12,125;12,220801
2,782;0,095801435;12,125;12,220801
2,783;0,12080143;12,1;12,220801
2,784;0,070801435;12,15;12,220801
2,785;0,045801435;12,175;12,220801
2,786;0,095801435;12,125;12,220801
2,787;0,045801435;12,175;12,220801
2,788;0,095801435;12,125;12,220801
2,789;0,095801435;12,125;12,220801
2,79;0,045801435;12,175;12,220801
2,791;0,045801435;12,175;12,220801
2,792;0,045801435;12,175;12,220801
2,793;0,020801435;12,2;12,220801
2,794;0,020801435;12,2;12,220801
2,795;0,070801435;12,15;12,220801
2,796;0,070801435;12,15;12,220801
2,797;0,070801435;12,15;12,220801
2,798;0,020801435;12,2;12,220801
2,799;0,020801435;12,2;12,220801
2,8;0,020801435;12,2;12,220801
2,801;0,070801435;12,15;12,220801
2,802;0,070801435;12,15;12,220801
2,803;0,020801435;12,2;12,220801
2,804;0,020801435;12,2;12,220801
2,805;-0,004198565;12,225;12,220801
2,806;0,020801435;12,2;12,220801
2,807;0,020801435;12,2;12,220801
2,808;0,020801435;12,2;12,220801
2,809;0,020801435;12,2;12,220801
2,81;0,020801435;12,2;12,220801
2,811;0,020801435;12,2;12,220801
2,812;0,020801435;12,2;12,220801
2,813;0,020801435;12,2;12,220801
2,814;0,020801435;12,2;12,220801
2,815;0,020801435;12,2;12,220801
2,816;0,070801435;12,15;12,220801
2,817;0,095801435;12,125;12,220801
2,818;0,070801435;12,15;12,220801
2,819;0,070801435;12,15;12,220801
2,82;0,070801435;12,15;12,220801
2,821;0,045801435;12,175;12,220801
2,822;0,095801435;12,125;12,220801
2,823;0,045801435;12,175;12,220801
2,824;0,095801435;12,125;12,220801
2,825;0,045801435;12,175;12,220801
2,826;0,12080143;12,1;12,220801
2,827;0,12080143;12,1;12,220801
2,828;0,070801435;12,15;12,220801
2,829;0,12080143;12,1;12,220801
2,83;0,070801435;12,15;12,220801
2,831;0,070801435;12,15;12,220801
2,832;0,12080143;12,1;12,220801
2,833;0,070801435;12,15;12,220801
2,834;0,045801435;12,175;12,220801
2,835;0,12080143;12,1;12,220801
2,836;0,070801435;12,15;12,220801
2,837;0,070801435;12,15;12,220801
2,838;0,070801435;12,15;12,220801
2,839;0,070801435;12,15;12,220801
2,84;0,070801435;12,15;12,220801
2,841;0,045801435;12,175;12,220801
2,842;0,045801435;12,175;12,220801
2,843;0,045801435;12,175;12,220801
2,844;0,045801435;12,175;12,220801
2,845;0,045801435;12,175;12,220801
2,846;0,095801435;12,125;12,220801
2,847;0,070801435;12,15;12,220801
2,848;0,045801435;12,175;12,220801
2,849;0,045801435;12,175;12,220801
2,85;-1;12,175;-26,558272
2,851;-1;12,2;-26,558272
2,852;-1;12,15;-26,558272
2,853;-1;12,2;-26,558272
2,854;-1;12,125;-26,558272
2,855;-1;12,175;-26,558272
2,856;-1;12,15;-26,558272
2,857;-1;12,15;-26,558272
2,858;-1;12,1;-26,558272
2,859;-1;12;-26,558272
2,86;-1;12;-26,558272
2,861;-1;11,95;-26,558272
2,862;-1;11,8;-26,558272
2,863;-1;11,75;-26,558272
2,864;-1;11,675;-26,558272
2,865;-1;11,525;-26,558272
2,866;-1;11,5;-26,558272
2,867;-1;11,45;-26,558272
2,868;-1;11,35;-26,558272
2,869;-1;11,25;-26,558272
2,87;-1;11,2;-26,558272
2,871;-1;11,025;-26,558272
2,872;-1;10,95;-26,558272
2,873;-1;10,875;-26,558272
2,874;-1;10,7;-26,558272
2,875;-1;10,7;-26,558272
2,876;-1;10,575;-26,558272
2,877;-1;10,45;-26,558272
2,878;-1;10,45;-26,558272
2,879;-1;10,35;-26,558272
2,88;-1;10,175;-26,558272
2,881;-1;10,1;-26,558272
2,882;-1;10,025;-26,558272
2,883;-1;9,825;-26,558272
2,884;-1;9,8;-26,558272
2,885;-1;9,75;-26,558272
2,886;-1;9,65;-26,558272
2,887;-1;9,575;-26,558272
2,888;-1;9,5;-26,558272
2,889;-1;9,275;-26,558272
2,89;-1;9,225;-26,558272
2,891;-1;9,1;-26,558272
2,892;-1;9;-26,558272
2,893;-1;8,925;-26,558272
2,894;-1;8,85;-26,558272
2,895;-1;8,75;-26,558272
2,896;-1;8,625;-26,558272
2,897;-1;8,55;-26,558272
2,898;-1;8,4;-26,558272
2,899;-1;8,35;-26,558272
2,9;-1;8,2;-26,558272
2,901;-1;8,1;-26,558272
2,902;-1;7,975;-26,558272
2,903;-1;7,9;-26,558272
2,904;-1;7,85;-26,558272
2,905;-1;7,775;-26,558272
2,906;-1;7,6;-26,558272
2,907;-1;7,5;-26,558272
2,908;-1;7,45;-26,558272
2,909;-1;7,275;-26,558272
2,91;-1;7,15;-26,558272
2,911;-1;7,1;-26,558272
2,912;-1;6,975;-26,558272
2,913;-1;6,925;-26,558272
2,914;-1;6,85;-26,558272
2,915;-1;6,725;-26,558272
2,916;-1;6,65;-26,558272
2,917;-1;6,5;-26,558272
2,918;-1;6,375;-26,558272
2,919;-1;6,275;-26,558272
2,92;-1;6,15;-26,558272
2,921;-1;6;-26,558272
2,922;-1;5,95;-26,558272
2,923;-1;5,875;-26,558272
2,924;-1;5,75;-26,558272
2,925;-1;5,675;-26,558272
2,926;-1;5,65;-26,558272
2,927;-1;5,475;-26,558272
2,928;-1;5,375;-26,558272
2,929;-1;5,275;-26,558272
2,93;-1;5,075;-26,558272
2,931;-1;5,05;-26,558272
2,932;-1;5;-26,558272
2,933;-1;4,825;-26,558272
2,934;-1;4,8;-26,558272
2,935;-1;4,725;-26,558272
2,936;-1;4,55;-26,558272
2,937;-1;4,4;-26,558272
2,938;-1;4,375;-26,558272
2,939;-1;4,15;-26,558272
2,94;-1;4,075;-26,558272
2,941;-1;4,025;-26,558272
2,942;-1;3,95;-26,558272
2,943;-1;3,825;-26,558272
2,944;-1;3,75;-26,558272
2,945;-1;3,575;-26,558272
2,946;-1;3,55;-26,558272
2,947;-1;3,45;-26,558272
2,948;-1;3,275;-26,558272
2,949;-1;3,15;-26,558272
2,95;-1;3,1;-26,558272
2,951;-1;2,95;-26,558272
2,952;-1;2,9;-26,558272
2,953;-1;2,825;-26,558272
2,954;-1;2,65;-26,558272
2,955;-1;2,625;-26,558272
2,956;-1;2,475;-26,558272
2,957;-1;2,3;-26,558272
2,958;-1;2,225;-26,558272
2,959;-1;2,15;-26,558272
2,96;-1;2,075;-26,558272
2,961;-1;1,95;-26,558272
2,962;-1;1,95;-26,558272
2,963;-1;1,8;-26,558272
2,964;-1;1,65;-26,558272
2,965;-1;1,6;-26,558272
2,966;-1;1,425;-26,558272
2,967;-1;1,35;-26,558272
2,968;-1;1,225;-26,558272
2,969;-1;1,075;-26,558272
2,97;-1;1,025;-26,558272
2,971;-1;0,95;-26,558272
2,972;-1;0,825;-26,558272
2,973;-1;0,75;-26,558272
2,974;-1;0,65;-26,558272
2,975;-1;0,525;-26,558272
2,976;-1;0,425;-26,558272
2,977;-1;0,3;-26,558272
2,978;-1;0,15;-26,558272
2,979;-1;0,1;-26,558272
2,98;-1;0,025;-26,558272
2,981;-1;-0,05;-26,558272
2,982;-1;-0,175;-26,558272
2,983;-1;-0,2;-26,558272
2,984;-1;-0,425;-26,558272
2,985;-1;-0,475;-26,558272
2,986;-1;-0,6;-26,558272
2,987;-1;-0,775;-26,558272
2,988;-1;-0,85;-26,558272
2,989;-1;-0,9;-26,558272
2,99;-1;-1,025;-26,558272
2,991;-1;-1,1;-26,558272
2,992;-1;-1,175;-26,558272
2,993;-1;-1,35;-26,558272
2,994;-1;-1,45;-26,558272
2,995;-1;-1,5;-26,558272
2,996;-1;-1,675;-26,558272
2,997;-1;-1,75;-26,558272
2,998;-1;-1,825;-26,558272
2,999;-1;-1,9;-26,558272
3;-1;-2,025;-26,558272
3,001;-1;-2,1;-26,558272
3,002;-1;-2,25;-26,558272
3,003;-1;-2,35;-26,558272
3,004;-1;-2,425;-26,558272
3,005;-1;-2,6;-26,558272
3,006;-1;-2,675;-26,558272
3,007;-1;-2,75;-26,558272
3,008;-1;-2,875;-26,558272
3,009;-1;-2,925;-26,558272
3,01;-1;-3;-26,558272
3,011;-1;-3,175;-26,558272
3,012;-1;-3,25;-26,558272
3,013;-1;-3,3;-26,558272
3,014;-1;-3,5;-26,558272
3,015;-1;-3,6;-26,558272
3,016;-1;-3,65;-26,558272
3,017;-1;-3,8;-26,558272
3,018;-1;-3,85;-26,558272
3,019;-1;-3,925;-26,558272
3,02;-1;-4,075;-26,558272
3,021;-1;-4,15;-26,558272
3,022;-1;-4,25;-26,558272
3,023;-1;-4,375;-26,558272
3,024;-1;-4,45;-26,558272
3,025;-1;-4,575;-26,558272
3,026;-1;-4,725;-26,558272
3,027;-1;-4,775;-26,558272
3,028;-1;-4,85;-26,558272
3,029;-1;-4,975;-26,558272
3,03;-1;-5,05;-26,558272
3,031;-1;-5,15;-26,558272
3,032;-1;-5,325;-26,558272
3,033;-1;-5,4;-26,558272
3,034;-1;-5,5;-26,558272
3,035;-1;-5,65;-26,558272
3,036;-1;-5,7;-26,558272
3,037;-1;-5,775;-26,558272
3,038;-1;-5,9;-26,558272
3,039;-1;-5,975;-26,558272
3,04;-1;-6,05;-26,558272
3,041;-1;-6,225;-26,558272
3,042;-1;-6,3;-26,558272
3,043;-1;-6,4;-26,558272
3,044;-1;-6,55;-26,558272
3,045;-1;-6,625;-26,558272
3,046;-1;-6,75;-26,558272
3,047;-1;-6,825;-26,558272
3,048;-1;-6,9;-26,558272
3,049;-1;-7,05;-26,558272
3,05;-1;-7,15;-26,558272
3,051;-1;-7,2;-26,558272
3,052;-1;-7,4;-26,558272
3,053;-1;-7,45;-26,558272
3,054;-1;-7,55;-26,558272
3,055;-1;-7,675;-26,558272
3,056;-1;-7,75;-26,558272
3,057;-1;-7,8;-26,558272
3,058;-1;-7,95;-26,558272
3,059;-1;-8,05;-26,558272
3,06;-1;-8,125;-26,558272
3,061;-1;-8,3;-26,558272
3,062;-1;-8,375;-26,558272
3,063;-1;-8,45;-26,558272
3,064;-1;-8,575;-26,558272
3,065;-1;-8,65;-26,558272
3,066;-1;-8,725;-26,558272
3,067;-1;-8,85;-26,558272
3,068;-1;-8,95;-26,558272
3,069;-1;-9,025;-26,558272
3,07;-1;-9,2;-26,558272
3,071;-1;-9,275;-26,558272
3,072;-1;-9,375;-26,558272
3,073;-1;-9,5;-26,558272
3,074;-1;-9,575;-26,558272
3,075;-1;-9,625;-26,558272
3,076;-1;-9,775;-26,558272
3,077;-1;-9,85;-26,558272
3,078;-1;-9,925;-26,558272
3,079;-1;-10,1;-26,558272
3,08;-1;-10,2;-26,558272
3,081;-1;-10,275;-26,558272
3,082;-1;-10,425;-26,558272
3,083;-1;-10,5;-26,558272
3,084;-1;-10,55;-26,558272
3,085;-1;-10,7;-26,558272
3,086;-1;-10,75;-26,558272
3,087;-1;-10,85;-26,558272
3,088;-1;-11;-26,558272
3,089;-1;-11,1;-26,558272
3,09;-1;-11,175;-26,558272
3,091;-1;-11,35;-26,558272
3,092;-1;-11,4;-26,558272
3,093;-1;-11,475;-26,558272
3,094;-1;-11,6;-26,558272
3,095;-1;-11,675;-26,558272
3,096;-1;-11,75;-26,558272
3,097;-1;-11,925;-26,558272
3,098;-1;-12;-26,558272
3,099;-1;-12,1;-26,558272
3,1;-1;-12,25;-26,558272
3,101;-1;-12,325;-26,558272
3,102;-1;-12,4;-26,558272
3,103;-1;-12,525;-26,558272
3,104;-1;-12,6;-26,558272
3,105;-1;-12,675;-26,558272
3,106;-1;-12,825;-26,558272
3,107;-1;-12,9;-26,558272
3,108;-1;-13;-26,558272
3,109;-1;-13,15;-26,558272
3,11;-1;-13,25;-26,558272
3,111;-1;-13,325;-26,558272
3,112;-1;-13,45;-26,558272
3,113;-1;-13,525;-26,558272
3,114;-1;-13,6;-26,558272
3,115;-1;-13,75;-26,558272
3,116;-1;-13,825;-26,558272
3,117;-1;-13,9;-26,558272
3,118;-1;-14,075;-26,558272
3,119;-1;-14,15;-26,558272
3,12;-1;-14,25;-26,558272
3,121;-1;-14,35;-26,558272
3,122;-1;-14,45;-26,558272
3,123;-1;-14,5;-26,558272
3,124;-1;-14,65;-26,558272
3,125;-1;-14,725;-26,558272
3,126;-1;-14,8;-26,558272
3,127;-1;-15;-26,558272
3,128;-1;-15,075;-26,558272
3,129;-1;-15,15;-26,558272
3,13;-1;-15,3;-26,558272
3,131;-1;-15,35;-26,558272
3,132;-1;-15,425;-26,558272
3,133;-1;-15,575;-26,558272
3,134;-1;-15,65;-26,558272
3,135;-1;-15,725;-26,558272
3,136;-1;-15,9;-26,558272
3,137;-1;-15,975;-26,558272
3,138;-1;-16,05;-26,558272
3,139;-1;-16,2;-26,558272
3,14;-1;-16,275;-26,558272
3,141;-1;-16,35;-26,558272
3,142;-1;-16,5;-26,558272
3,143;-1;-16,55;-26,558272
3,144;-1;-16,65;-26,558272
3,145;-1;-16,8;-26,558272
3,146;-1;-16,9;-26,558272
3,147;-1;-16,975;-26,558272
3,148;-1;-17,125;-26,558272
3,149;-1;-17,2;-26,558272
3,15;-1;-17,275;-26,558272
3,151;-1;-17,4;-26,558272
3,152;-1;-17,475;-26,558272
3,153;-1;-17,55;-26,558272
3,154;-1;-17,725;-26,558272
3,155;-1;-17,8;-26,558272
3,156;-1;-17,875;-26,558272
3,157;-1;-18,05;-26,558272
3,158;-1;-18,125;-26,558272
3,159;-1;-18,2;-26,558272
3,16;-1;-18,325;-26,558272
3,161;-1;-18,4;-26,558272
3,162;-1;-18,475;-26,558272
3,163;-1;-18,625;-26,558272
3,164;-1;-18,7;-26,558272
3,165;-1;-18,8;-26,558272
3,166;-1;-18,95;-26,558272
3,167;-1;-19,05;-26,558272
3,168;-1;-19,1;-26,558272
3,169;-1;-19,25;-26,558272
3,17;-1;-19,3;-26,558272
3,171;-1;-19,375;-26,558272
3,172;-1;-19,55;-26,558272
3,173;-1;-19,625;-26,558272
3,174;-1;-19,7;-26,558272
3,175;-1;-19,875;-26,558272
3,176;-1;-19,95;-26,558272
3,177;-1;-20,025;-26,558272
3,178;-1;-20,15;-26,558272
3,179;-1;-20,225;-26,558272
3,18;-1;-20,3;-26,558272
3,181;-1;-20,45;-26,558272
3,182;-1;-20,525;-26,558272
3,183;-1;-20,6;-26,558272
3,184;-1;-20,775;-26,558272
3,185;-1;-20,85;-26,558272
3,186;-1;-21;-26,558272
3,187;-1;-21,075;-26,558272
3,188;-1;-21,15;-26,558272
3,189;-1;-21,3;-26,558272
3,19;-1;-21,35;-26,558272
3,191;-1;-21,45;-26,558272
3,192;-1;-21,6;-26,558272
3,193;-1;-21,675;-26,558272
3,194;-1;-21,775;-26,558272
3,195;-1;-21,925;-26,558272
3,196;-1;-22;-26,558272
3,197;-1;-22,075;-26,558272
3,198;-1;-22,2;-26,558272
3,199;-1;-22,275;-26,558272
3,2;-1;-22,35;-26,558272
3,201;-1;-22,5;-26,558272
3,202;-1;-22,6;-26,558272
3,203;-1;-22,675;-26,558272
3,204;-1;-22,85;-26,558272
3,205;-1;-22,925;-26,558272
3,206;-1;-23;-26,558272
3,207;-1;-23,125;-26,558272
3,208;-1;-23,2;-26,558272
3,209;-1;-23,275;-26,558272
3,21;-1;-23,425;-26,558272
3,211;-1;-23,5;-26,558272
3,212;-1;-23,6;-26,558272
3,213;-1;-23,75;-26,558272
3,214;-1;-23,85;-26,558272
3,215;-1;-23,9;-26,558272
3,216;-1;-24,05;-26,558272
3,217;-1;-24,125;-26,558272
3,218;-1;-24,2;-26,558272
3,219;-1;-24,35;-26,558272
3,22;-1;-24,425;-26,558272
3,221;-1;-24,5;-26,558272
3,222;-1;-24,675;-26,558272
3,223;-1;-24,75;-26,558272
3,224;-1;-24,825;-26,558272
3,225;-1;-24,975;-26,558272
3,226;-1;-25,05;-26,558272
3,227;-1;-25,1;-26,558272
3,228;-1;-25,25;-26,558272
3,229;-1;-25,325;-26,558272
3,23;-1;-25,4;-26,558272
3,231;-0,983272;-25,575;-26,558272
3,232;-0,908272;-25,65;-26,558272
3,233;-0,808272;-25,75;-26,558272
3,234;-0,658272;-25,9;-26,558272
3,235;-0,583272;-25,975;-26,558272
3,236;-0,533272;-26,025;-26,558272
3,237;-0,383272;-26,175;-26,558272
3,238;-0,308272;-26,25;-26,558272
3,239;-0,233272;-26,325;-26,558272
3,24;-0,058271997;-26,5;-26,558272
3,241;0,016728003;-26,575;-26,558272
3,242;0,091728003;-26,65;-26,558272
3,243;0,241728;-26,8;-26,558272
3,244;0,316728;-26,875;-26,558272
3,245;0,366728;-26,925;-26,558272
3,246;0,466728;-27,025;-26,558272
3,247;0,516728;-27,075;-26,558272
3,248;0,541728;-27,1;-26,558272
3,249;0,591728;-27,15;-26,558272
3,25;1;-27,175;-8,4367498
3,251;1;-27,175;-8,4367498
3,252;1;-27,15;-8,4367498
3,253;1;-27,1;-8,4367498
3,254;1;-27,1;-8,4367498
3,255;1;-27,05;-8,4367498
3,256;1;-27;-8,4367498
3,257;1;-27;-8,4367498
3,258;1;-26,9;-8,4367498
3,259;1;-26,875;-8,4367498
3,26;1;-26,8;-8,4367498
3,261;1;-26,65;-8,4367498
3,262;1;-26,575;-8,4367498
3,263;1;-26,5;-8,4367498
3,264;1;-26,4;-8,4367498
3,265;1;-26,35;-8,4367498
3,266;1;-26,3;-8,4367498
3,267;1;-26,175;-8,4367498
3,268;1;-26,1;-8,4367498
3,269;1;-26,05;-8,4367498
3,27;1;-25,9;-8,4367498
3,271;1;-25,825;-8,4367498
3,272;1;-25,75;-8,4367498
3,273;1;-25,6;-8,4367498
3,274;1;-25,525;-8,4367498
3,275;1;-25,475;-8,4367498
3,276;1;-25,35;-8,4367498
3,277;1;-25,3;-8,4367498
3,278;1;-25,225;-8,4367498
3,279;1;-25,075;-8,4367498
3,28;1;-25;-8,4367498
3,281;1;-24,925;-8,4367498
3,282;1;-24,775;-8,4367498
3,283;1;-24,7;-8,4367498
3,284;1;-24,65;-8,4367498
3,285;1;-24,525;-8,4367498
3,286;1;-24,45;-8,4367498
3,287;1;-24,4;-8,4367498
3,288;1;-24,25;-8,4367498
3,289;1;-24,175;-8,4367498
3,29;1;-24,1;-8,4367498
3,291;1;-23,925;-8,4367498
3,292;1;-23,875;-8,4367498
3,293;1;-23,8;-8,4367498
3,294;1;-23,675;-8,4367498
3,295;1;-23,625;-8,4367498
3,296;1;-23,55;-8,4367498
3,297;1;-23,425;-8,4367498
3,298;1;-23,35;-8,4367498
3,299;1;-23,25;-8,4367498
3,3;1;-23,1;-8,4367498
3,301;1;-23,025;-8,4367498
3,302;1;-22,95;-8,4367498
3,303;1;-22,825;-8,4367498
3,304;1;-22,75;-8,4367498
3,305;1;-22,7;-8,4367498
3,306;1;-22,575;-8,4367498
3,307;1;-22,5;-8,4367498
3,308;1;-22,425;-8,4367498
3,309;1;-22,275;-8,4367498
3,31;1;-22,2;-8,4367498
3,311;1;-22,1;-8,4367498
3,312;1;-21,975;-8,4367498
3,313;1;-21,9;-8,4367498
3,314;1;-21,85;-8,4367498
3,315;1;-21,725;-8,4367498
3,316;1;-21,65;-8,4367498
3,317;1;-21,575;-8,4367498
3,318;1;-21,425;-8,4367498
3,319;1;-21,35;-8,4367498
3,32;1;-21,275;-8,4367498
3,321;1;-21,125;-8,4367498
3,322;1;-21,05;-8,4367498
3,323;1;-21;-8,4367498
3,324;1;-20,85;-8,4367498
3,325;1;-20,8;-8,4367498
3,326;1;-20,725;-8,4367498
3,327;1;-20,575;-8,4367498
3,328;1;-20,5;-8,4367498
3,329;1;-20,325;-8,4367498
3,33;1;-20,25;-8,4367498
3,331;1;-20,2;-8,4367498
3,332;1;-20,05;-8,4367498
3,333;1;-20;-8,4367498
3,334;1;-19,95;-8,4367498
3,335;1;-19,8;-8,4367498
3,336;1;-19,7;-8,4367498
3,337;1;-19,625;-8,4367498
3,338;1;-19,475;-8,4367498
3,339;1;-19,4;-8,4367498
3,34;1;-19,325;-8,4367498
3,341;1;-19,2;-8,4367498
3,342;1;-19,125;-8,4367498
3,343;1;-19,075;-8,4367498
3,344;1;-18,925;-8,4367498
3,345;1;-18,85;-8,4367498
3,346;1;-18,775;-8,4367498
3,347;1;-18,6;-8,4367498
3,348;1;-18,525;-8,4367498
3,349;1;-18,45;-8,4367498
3,35;1;-18,325;-8,4367498
3,351;1;-18,25;-8,4367498
3,352;1;-18,2;-8,4367498
3,353;1;-18,05;-8,4367498
3,354;1;-17,975;-8,4367498
3,355;1;-17,9;-8,4367498
3,356;1;-17,75;-8,4367498
3,357;1;-17,65;-8,4367498
3,358;1;-17,575;-8,4367498
3,359;1;-17,425;-8,4367498
3,36;1;-17,375;-8,4367498
3,361;1;-17,3;-8,4367498
3,362;1;-17,175;-8,4367498
3,363;1;-17,1;-8,4367498
3,364;1;-17,025;-8,4367498
3,365;1;-16,875;-8,4367498
3,366;1;-16,8;-8,4367498
3,367;1;-16,7;-8,4367498
3,368;1;-16,55;-8,4367498
3,369;1;-16,475;-8,4367498
3,37;1;-16,4;-8,4367498
3,371;1;-16,275;-8,4367498
3,372;1;-16,2;-8,4367498
3,373;1;-16,15;-8,4367498
3,374;1;-15,975;-8,4367498
3,375;1;-15,9;-8,4367498
3,376;1;-15,825;-8,4367498
3,377;1;-15,675;-8,4367498
3,378;1;-15,6;-8,4367498
3,379;1;-15,525;-8,4367498
3,38;1;-15,4;-8,4367498
3,381;1;-15,325;-8,4367498
3,382;1;-15,25;-8,4367498
3,383;1;-15,1;-8,4367498
3,384;1;-15,025;-8,4367498
3,385;1;-14,95;-8,4367498
3,386;1;-14,8;-8,4367498
3,387;1;-14,7;-8,4367498
3,388;1;-14,65;-8,4367498
3,389;1;-14,5;-8,4367498
3,39;1;-14,45;-8,4367498
3,391;1;-14,375;-8,4367498
3,392;1;-14,225;-8,4367498
3,393;1;-14,15;-8,4367498
3,394;1;-14,075;-8,4367498
3,395;1;-13,9;-8,4367498
3,396;1;-13,825;-8,4367498
3,397;1;-13,75;-8,4367498
3,398;1;-13,625;-8,4367498
3,399;1;-13,55;-8,4367498
3,4;1;-13,5;-8,4367498
3,401;1;-13,35;-8,4367498
3,402;1;-13,275;-8,4367498
3,403;1;-13,2;-8,4367498
3,404;1;-13,025;-8,4367498
3,405;1;-12,95;-8,4367498
3,406;1;-12,875;-8,4367498
3,407;1;-12,725;-8,4367498
3,408;1;-12,675;-8,4367498
3,409;1;-12,6;-8,4367498
3,41;1;-12,45;-8,4367498
3,411;1;-12,4;-8,4367498
3,412;1;-12,3;-8,4367498
3,413;1;-12,15;-8,4367498
3,414;1;-12,075;-8,4367498
3,415;1;-12;-8,4367498
3,416;1;-11,85;-8,4367498
3,417;1;-11,775;-8,4367498
3,418;1;-11,725;-8,4367498
3,419;1;-11,575;-8,4367498
3,42;1;-11,5;-8,4367498
3,421;1;-11,45;-8,4367498
3,422;1;-11,275;-8,4367498
3,423;1;-11,2;-8,4367498
3,424;1;-11,1;-8,4367498
3,425;1;-10,975;-8,4367498
3,426;1;-10,9;-8,4367498
3,427;1;-10,85;-8,4367498
3,428;1;-10,7;-8,4367498
3,429;1;-10,625;-8,4367498
3,43;1;-10,55;-8,4367498
3,431;1;-10,4;-8,4367498
3,432;1;-10,325;-8,4367498
3,433;1;-10,25;-8,4367498
3,434;1;-10,1;-8,4367498
3,435;1;-10,025;-8,4367498
3,436;1;-9,95;-8,4367498
3,437;1;-9,825;-8,4367498
3,438;1;-9,75;-8,4367498
3,439;1;-9,675;-8,4367498
3,44;1;-9,525;-8,4367498
3,441;1;-9,45;-8,4367498
3,442;0,93825016;-9,375;-8,4367498
3,443;0,78825016;-9,225;-8,4367498
3,444;0,71325016;-9,15;-8,4367498
3,445;0,63825016;-9,075;-8,4367498
3,446;0,51325016;-8,95;-8,4367498
3,447;0,43825016;-8,875;-8,4367498
3,448;0,36325016;-8,8;-8,4367498
3,449;0,21325016;-8,65;-8,4367498
3,45;0,13825016;-8,575;-8,4367498
3,451;0,063250164;-8,5;-8,4367498
3,452;-0,086749836;-8,35;-8,4367498
3,453;-0,18674984;-8,25;-8,4367498
3,454;-0,23674984;-8,2;-8,4367498
3,455;-0,36174984;-8,075;-8,4367498
3,456;-0,38674984;-8,05;-8,4367498
3,457;-0,43674984;-8;-8,4367498
3,458;-0,48674984;-7,95;-8,4367498
3,459;-0,48674984;-7,95;-8,4367498
3,46;-0,48674984;-7,95;-8,4367498
3,461;-0,46174984;-7,975;-8,4367498
3,462;-0,43674984;-8;-8,4367498
3,463;-0,41174984;-8,025;-8,4367498
3,464;-0,36174984;-8,075;-8,4367498
3,465;-0,33674984;-8,1;-8,4367498
3,466;-0,33674984;-8,1;-8,4367498
3,467;-0,23674984;-8,2;-8,4367498
3,468;-0,21174984;-8,225;-8,4367498
3,469;-0,16174984;-8,275;-8,4367498
3,47;-0,036749836;-8,4;-8,4367498
3,471;0,063250164;-8,5;-8,4367498
3,472;0,11325016;-8,55;-8,4367498
3,473;0,23825016;-8,675;-8,4367498
3,474;0,28825016;-8,725;-8,4367498
3,475;0,33825016;-8,775;-8,4367498
3,476;0,36325016;-8,8;-8,4367498
3,477;0,41325016;-8,85;-8,4367498
3,478;0,43825016;-8,875;-8,4367498
3,479;0,43825016;-8,875;-8,4367498
3,48;0,46325016;-8,9;-8,4367498
3,481;0,43825016;-8,875;-8,4367498
3,482;0,41325016;-8,85;-8,4367498
3,483;0,41325016;-8,85;-8,4367498
3,484;0,38825016;-8,825;-8,4367498
3,485;0,36325016;-8,8;-8,4367498
3,486;0,33825016;-8,775;-8,4367498
3,487;0,26325016;-8,7;-8,4367498
3,488;0,23825016;-8,675;-8,4367498
3,489;0,18825016;-8,625;-8,4367498
3,49;0,088250164;-8,525;-8,4367498
3,491;0,013250164;-8,45;-8,4367498
3,492;-0,011749836;-8,425;-8,4367498
3,493;-0,086749836;-8,35;-8,4367498
3,494;-0,11174984;-8,325;-8,4367498
3,495;-0,13674984;-8,3;-8,4367498
3,496;-0,18674984;-8,25;-8,4367498
3,497;-0,21174984;-8,225;-8,4367498
3,498;-0,23674984;-8,2;-8,4367498
3,499;-0,23674984;-8,2;-8,4367498
3,5;-0,23674984;-8,2;-8,4367498
3,501;-0,23674984;-8,2;-8,4367498
3,502;-0,21174984;-8,225;-8,4367498
3,503;-0,18674984;-8,25;-8,4367498
3,504;-0,18674984;-8,25;-8,4367498
3,505;-0,16174984;-8,275;-8,4367498
3,506;-0,13674984;-8,3;-8,4367498
3,507;-0,13674984;-8,3;-8,4367498
3,508;-0,086749836;-8,35;-8,4367498
3,509;-0,036749836;-8,4;-8,4367498
3,51;-0,011749836;-8,425;-8,4367498
3,511;0,063250164;-8,5;-8,4367498
3,512;0,11325016;-8,55;-8,4367498
3,513;0,13825016;-8,575;-8,4367498
3,514;0,16325016;-8,6;-8,4367498
3,515;0,18825016;-8,625;-8,4367498
3,516;0,18825016;-8,625;-8,4367498
3,517;0,21325016;-8,65;-8,4367498
3,518;0,23825016;-8,675;-8,4367498
3,519;0,23825016;-8,675;-8,4367498
