czas;sterowanie;pozycja;generator PRBS
0,672;0,05464722;-21,15;-21,095353
0,673;0,05464722;-21,15;-21,095353
0,674;0,05464722;-21,15;-21,095353
0,675;0,05464722;-21,15;-21,095353
0,676;0,05464722;-21,15;-21,095353
0,677;0,05464722;-21,15;-21,095353
0,678;0,05464722;-21,15;-21,095353
0,679;0,05464722;-21,15;-21,095353
0,68;0,05464722;-21,15;-21,095353
0,681;0,05464722;-21,15;-21,095353
0,682;0,05464722;-21,15;-21,095353
0,683;0,07964722;-21,175;-21,095353
0,684;0,07964722;-21,175;-21,095353
0,685;0,05464722;-21,15;-21,095353
0,686;0,05464722;-21,15;-21,095353
0,687;0,05464722;-21,15;-21,095353
0,688;0,05464722;-21,15;-21,095353
0,689;0,05464722;-21,15;-21,095353
0,69;0,05464722;-21,15;-21,095353
0,691;0,07964722;-21,175;-21,095353
0,692;0,07964722;-21,175;-21,095353
0,693;0,07964722;-21,175;-21,095353
0,694;0,07964722;-21,175;-21,095353
0,695;0,07964722;-21,175;-21,095353
0,696;0,05464722;-21,15;-21,095353
0,697;0,05464722;-21,15;-21,095353
0,698;0,05464722;-21,15;-21,095353
0,699;0,05464722;-21,15;-21,095353
0,7;0,05464722;-21,15;-21,095353
0,701;0,07964722;-21,175;-21,095353
0,702;0,07964722;-21,175;-21,095353
0,703;0,07964722;-21,175;-21,095353
0,704;0,07964722;-21,175;-21,095353
0,705;0,05464722;-21,15;-21,095353
0,706;0,05464722;-21,15;-21,095353
0,707;0,05464722;-21,15;-21,095353
0,708;0,05464722;-21,15;-21,095353
0,709;0,05464722;-21,15;-21,095353
0,71;0,07964722;-21,175;-21,095353
0,711;0,07964722;-21,175;-21,095353
0,712;0,07964722;-21,175;-21,095353
0,713;0,05464722;-21,15;-21,095353
0,714;0,05464722;-21,15;-21,095353
0,715;0,05464722;-21,15;-21,095353
0,716;0,05464722;-21,15;-21,095353
0,717;0,05464722;-21,15;-21,095353
0,718;0,05464722;-21,15;-21,095353
0,719;0,05464722;-21,15;-21,095353
0,72;0,07964722;-21,175;-21,095353
0,721;0,07964722;-21,175;-21,095353
0,722;0,07964722;-21,175;-21,095353
0,723;0,05464722;-21,15;-21,095353
0,724;0,05464722;-21,15;-21,095353
0,725;0,05464722;-21,15;-21,095353
0,726;0,05464722;-21,15;-21,095353
0,727;0,05464722;-21,15;-21,095353
0,728;0,05464722;-21,15;-21,095353
0,729;0,05464722;-21,15;-21,095353
0,73;0,05464722;-21,15;-21,095353
0,731;0,05464722;-21,15;-21,095353
0,732;0,05464722;-21,15;-21,095353
0,733;0,05464722;-21,15;-21,095353
0,734;0,05464722;-21,15;-21,095353
0,735;0,05464722;-21,15;-21,095353
0,736;0,05464722;-21,15;-21,095353
0,737;0,05464722;-21,15;-21,095353
0,738;0,05464722;-21,15;-21,095353
0,739;0,05464722;-21,15;-21,095353
0,74;0,05464722;-21,15;-21,095353
0,741;0,05464722;-21,15;-21,095353
0,742;0,05464722;-21,15;-21,095353
0,743;0,05464722;-21,15;-21,095353
0,744;0,05464722;-21,15;-21,095353
0,745;0,05464722;-21,15;-21,095353
0,746;0,05464722;-21,15;-21,095353
0,747;0,05464722;-21,15;-21,095353
0,748;0,05464722;-21,15;-21,095353
0,749;0,07964722;-21,175;-21,095353
0,75;0,07964722;-21,175;-21,095353
0,751;0,07964722;-21,175;-21,095353
0,752;0,05464722;-21,15;-21,095353
0,753;0,05464722;-21,15;-21,095353
0,754;0,05464722;-21,15;-21,095353
0,755;0,05464722;-21,15;-21,095353
0,756;0,05464722;-21,15;-21,095353
0,757;0,05464722;-21,15;-21,095353
0,758;0,07964722;-21,175;-21,095353
0,759;0,05464722;-21,15;-21,095353
0,76;0,05464722;-21,15;-21,095353
0,761;0,05464722;-21,15;-21,095353
0,762;0,05464722;-21,15;-21,095353
0,763;0,05464722;-21,15;-21,095353
0,764;0,05464722;-21,15;-21,095353
0,765;0,05464722;-21,15;-21,095353
0,766;0,05464722;-21,15;-21,095353
0,767;0,05464722;-21,15;-21,095353
0,768;0,07964722;-21,175;-21,095353
0,769;0,07964722;-21,175;-21,095353
0,77;0,05464722;-21,15;-21,095353
0,771;0,05464722;-21,15;-21,095353
0,772;0,05464722;-21,15;-21,095353
0,773;0,05464722;-21,15;-21,095353
0,774;0,05464722;-21,15;-21,095353
0,775;0,05464722;-21,15;-21,095353
0,776;0,05464722;-21,15;-21,095353
0,777;0,07964722;-21,175;-21,095353
0,778;0,05464722;-21,15;-21,095353
0,779;0,05464722;-21,15;-21,095353
0,78;0,05464722;-21,15;-21,095353
0,781;0,05464722;-21,15;-21,095353
0,782;0,05464722;-21,15;-21,095353
0,783;0,05464722;-21,15;-21,095353
0,784;0,05464722;-21,15;-21,095353
0,785;0,05464722;-21,15;-21,095353
0,786;0,05464722;-21,15;-21,095353
0,787;0,05464722;-21,15;-21,095353
0,788;0,05464722;-21,15;-21,095353
0,789;0,05464722;-21,15;-21,095353
0,79;0,05464722;-21,15;-21,095353
0,791;0,05464722;-21,15;-21,095353
0,792;0,05464722;-21,15;-21,095353
0,793;0,05464722;-21,15;-21,095353
0,794;0,05464722;-21,15;-21,095353
0,795;0,05464722;-21,15;-21,095353
0,796;0,05464722;-21,15;-21,095353
0,797;0,07964722;-21,175;-21,095353
0,798;0,05464722;-21,15;-21,095353
0,799;0,05464722;-21,15;-21,095353
0,8;0,05464722;-21,15;-21,095353
0,801;0,05464722;-21,15;-21,095353
0,802;0,05464722;-21,15;-21,095353
0,803;0,05464722;-21,15;-21,095353
0,804;0,05464722;-21,15;-21,095353
0,805;0,07964722;-21,175;-21,095353
0,806;0,07964722;-21,175;-21,095353
0,807;0,05464722;-21,15;-21,095353
0,808;0,05464722;-21,15;-21,095353
0,809;0,05464722;-21,15;-21,095353
0,81;0,05464722;-21,15;-21,095353
0,811;0,05464722;-21,15;-21,095353
0,812;0,05464722;-21,15;-21,095353
0,813;0,05464722;-21,15;-21,095353
0,814;0,05464722;-21,15;-21,095353
0,815;0,07964722;-21,175;-21,095353
0,816;0,07964722;-21,175;-21,095353
0,817;0,05464722;-21,15;-21,095353
0,818;0,05464722;-21,15;-21,095353
0,819;0,05464722;-21,15;-21,095353
0,82;0,05464722;-21,15;-21,095353
0,821;0,05464722;-21,15;-21,095353
0,822;0,05464722;-21,15;-21,095353
0,823;0,05464722;-21,15;-21,095353
0,824;0,07964722;-21,175;-21,095353
0,825;0,07964722;-21,175;-21,095353
0,826;0,05464722;-21,15;-21,095353
0,827;0,05464722;-21,15;-21,095353
0,828;0,05464722;-21,15;-21,095353
0,829;0,05464722;-21,15;-21,095353
0,83;0,05464722;-21,15;-21,095353
0,831;0,05464722;-21,15;-21,095353
0,832;0,05464722;-21,15;-21,095353
0,833;0,05464722;-21,15;-21,095353
0,834;0,07964722;-21,175;-21,095353
0,835;0,07964722;-21,175;-21,095353
0,836;0,07964722;-21,175;-21,095353
0,837;0,05464722;-21,15;-21,095353
0,838;0,05464722;-21,15;-21,095353
0,839;0,05464722;-21,15;-21,095353
0,84;0,05464722;-21,15;-21,095353
0,841;0,05464722;-21,15;-21,095353
0,842;0,05464722;-21,15;-21,095353
0,843;0,07964722;-21,175;-21,095353
0,844;0,05464722;-21,15;-21,095353
0,845;0,05464722;-21,15;-21,095353
0,846;0,05464722;-21,15;-21,095353
0,847;0,05464722;-21,15;-21,095353
0,848;0,05464722;-21,15;-21,095353
0,849;0,05464722;-21,15;-21,095353
0,85;-1;-21,15;-25,961254
0,851;-1;-21,15;-25,961254
0,852;-1;-21,15;-25,961254
0,853;-1;-21,175;-25,961254
0,854;-1;-21,175;-25,961254
0,855;-1;-21,15;-25,961254
0,856;-1;-21,15;-25,961254
0,857;-1;-21,175;-25,961254
0,858;-1;-21,2;-25,961254
0,859;-1;-21,25;-25,961254
0,86;-1;-21,35;-25,961254
0,861;-1;-21,425;-25,961254
0,862;-1;-21,5;-25,961254
0,863;-1;-21,625;-25,961254
0,864;-1;-21,675;-25,961254
0,865;-1;-21,725;-25,961254
0,866;-1;-21,8;-25,961254
0,867;-1;-21,85;-25,961254
0,868;-1;-21,9;-25,961254
0,869;-1;-22,075;-25,961254
0,87;-1;-22,175;-25,961254
0,871;-1;-22,275;-25,961254
0,872;-1;-22,425;-25,961254
0,873;-1;-22,5;-25,961254
0,874;-1;-22,55;-25,961254
0,875;-1;-22,65;-25,961254
0,876;-1;-22,7;-25,961254
0,877;-1;-22,75;-25,961254
0,878;-1;-22,9;-25,961254
0,879;-1;-23;-25,961254
0,88;-1;-23,2;-25,961254
0,881;-1;-23,3;-25,961254
0,882;-1;-23,375;-25,961254
0,883;-1;-23,5;-25,961254
0,884;-1;-23,55;-25,961254
0,885;-1;-23,575;-25,961254
0,886;-1;-23,7;-25,961254
0,887;-1;-23,775;-25,961254
0,888;-1;-23,85;-25,961254
0,889;-1;-24,05;-25,961254
0,89;-1;-24,15;-25,961254
0,891;-1;-24,25;-25,961254
0,892;-1;-24,4;-25,961254
0,893;-1;-24,45;-25,961254
0,894;-1;-24,475;-25,961254
0,895;-1;-24,6;-25,961254
0,896;-1;-24,65;-25,961254
0,897;-1;-24,75;-25,961254
0,898;-1;-24,925;-25,961254
0,899;-0,93625385;-25,025;-25,961254
0,9;-0,83625385;-25,125;-25,961254
0,901;-0,68625385;-25,275;-25,961254
0,902;-0,61125385;-25,35;-25,961254
0,903;-0,56125385;-25,4;-25,961254
0,904;-0,46125385;-25,5;-25,961254
0,905;-0,41125385;-25,55;-25,961254
0,906;-0,33625385;-25,625;-25,961254
0,907;-0,16125385;-25,8;-25,961254
0,908;-0,061253855;-25,9;-25,961254
0,909;0,038746145;-26;-25,961254
0,91;0,21374615;-26,175;-25,961254
0,911;0,28874615;-26,25;-25,961254
0,912;0,33874615;-26,3;-25,961254
0,913;0,41374615;-26,375;-25,961254
0,914;0,46374615;-26,425;-25,961254
0,915;0,48874615;-26,45;-25,961254
0,916;0,58874615;-26,55;-25,961254
0,917;0,61374615;-26,575;-25,961254
0,918;0,63874615;-26,6;-25,961254
0,919;0,63874615;-26,6;-25,961254
0,92;0,58874615;-26,55;-25,961254
0,921;0,56374615;-26,525;-25,961254
0,922;0,48874615;-26,45;-25,961254
0,923;0,43874615;-26,4;-25,961254
0,924;0,43874615;-26,4;-25,961254
0,925;0,38874615;-26,35;-25,961254
0,926;0,36374615;-26,325;-25,961254
0,927;0,31374615;-26,275;-25,961254
0,928;0,21374615;-26,175;-25,961254
0,929;0,11374615;-26,075;-25,961254
0,93;0,038746145;-26;-25,961254
0,931;-0,086253855;-25,875;-25,961254
0,932;-0,16125385;-25,8;-25,961254
0,933;-0,18625385;-25,775;-25,961254
0,934;-0,23625385;-25,725;-25,961254
0,935;-0,26125385;-25,7;-25,961254
0,936;-0,28625385;-25,675;-25,961254
0,937;-0,31125385;-25,65;-25,961254
0,938;-0,31125385;-25,65;-25,961254
0,939;-0,31125385;-25,65;-25,961254
0,94;-0,31125385;-25,65;-25,961254
0,941;-0,31125385;-25,65;-25,961254
0,942;-0,31125385;-25,65;-25,961254
0,943;-0,26125385;-25,7;-25,961254
0,944;-0,21125385;-25,75;-25,961254
0,945;-0,18625385;-25,775;-25,961254
0,946;-0,11125385;-25,85;-25,961254
0,947;-0,11125385;-25,85;-25,961254
0,948;-0,061253855;-25,9;-25,961254
0,949;0,038746145;-26;-25,961254
0,95;0,088746145;-26,05;-25,961254
0,951;0,13874615;-26,1;-25,961254
0,952;0,18874615;-26,15;-25,961254
0,953;0,23874615;-26,2;-25,961254
0,954;0,26374615;-26,225;-25,961254
0,955;0,31374615;-26,275;-25,961254
0,956;0,33874615;-26,3;-25,961254
0,957;0,33874615;-26,3;-25,961254
0,958;0,33874615;-26,3;-25,961254
0,959;0,33874615;-26,3;-25,961254
0,96;0,31374615;-26,275;-25,961254
0,961;0,28874615;-26,25;-25,961254
0,962;0,28874615;-26,25;-25,961254
0,963;0,28874615;-26,25;-25,961254
0,964;0,28874615;-26,25;-25,961254
0,965;0,26374615;-26,225;-25,961254
0,966;0,23874615;-26,2;-25,961254
0,967;0,18874615;-26,15;-25,961254
0,968;0,13874615;-26,1;-25,961254
0,969;0,11374615;-26,075;-25,961254
0,97;0,038746145;-26;-25,961254
0,971;0,013746145;-25,975;-25,961254
0,972;-0,011253855;-25,95;-25,961254
0,973;-0,011253855;-25,95;-25,961254
0,974;-0,036253855;-25,925;-25,961254
0,975;-0,061253855;-25,9;-25,961254
0,976;-0,086253855;-25,875;-25,961254
0,977;-0,11125385;-25,85;-25,961254
0,978;-0,11125385;-25,85;-25,961254
0,979;-0,13625385;-25,825;-25,961254
0,98;-0,13625385;-25,825;-25,961254
0,981;-0,11125385;-25,85;-25,961254
0,982;-0,11125385;-25,85;-25,961254
0,983;-0,086253855;-25,875;-25,961254
0,984;-0,061253855;-25,9;-25,961254
0,985;-0,061253855;-25,9;-25,961254
0,986;-0,086253855;-25,875;-25,961254
0,987;-0,086253855;-25,875;-25,961254
0,988;-0,061253855;-25,9;-25,961254
0,989;-0,036253855;-25,925;-25,961254
0,99;-0,011253855;-25,95;-25,961254
0,991;0,038746145;-26;-25,961254
0,992;0,088746145;-26,05;-25,961254
0,993;0,088746145;-26,05;-25,961254
0,994;0,11374615;-26,075;-25,961254
0,995;0,11374615;-26,075;-25,961254
0,996;0,11374615;-26,075;-25,961254
0,997;0,13874615;-26,1;-25,961254
0,998;0,13874615;-26,1;-25,961254
0,999;0,13874615;-26,1;-25,961254
1;0,16374615;-26,125;-25,961254
1,001;0,18874615;-26,15;-25,961254
1,002;0,18874615;-26,15;-25,961254
1,003;0,18874615;-26,15;-25,961254
1,004;0,16374615;-26,125;-25,961254
1,005;0,16374615;-26,125;-25,961254
1,006;0,13874615;-26,1;-25,961254
1,007;0,13874615;-26,1;-25,961254
1,008;0,13874615;-26,1;-25,961254
1,009;0,13874615;-26,1;-25,961254
1,01;0,13874615;-26,1;-25,961254
1,011;0,13874615;-26,1;-25,961254
1,012;0,13874615;-26,1;-25,961254
1,013;0,11374615;-26,075;-25,961254
1,014;0,088746145;-26,05;-25,961254
1,015;0,038746145;-26;-25,961254
1,016;0,038746145;-26;-25,961254
1,017;0,038746145;-26;-25,961254
1,018;0,038746145;-26;-25,961254
1,019;0,038746145;-26;-25,961254
1,02;0,038746145;-26;-25,961254
1,021;0,038746145;-26;-25,961254
1,022;0,013746145;-25,975;-25,961254
1,023;-0,011253855;-25,95;-25,961254
1,024;-0,011253855;-25,95;-25,961254
1,025;-0,011253855;-25,95;-25,961254
1,026;-0,011253855;-25,95;-25,961254
1,027;0,013746145;-25,975;-25,961254
1,028;0,013746145;-25,975;-25,961254
1,029;0,013746145;-25,975;-25,961254
1,03;0,013746145;-25,975;-25,961254
1,031;0,013746145;-25,975;-25,961254
1,032;-0,011253855;-25,95;-25,961254
1,033;-0,011253855;-25,95;-25,961254
1,034;-0,011253855;-25,95;-25,961254
1,035;0,013746145;-25,975;-25,961254
1,036;0,013746145;-25,975;-25,961254
1,037;0,038746145;-26;-25,961254
1,038;0,038746145;-26;-25,961254
1,039;0,038746145;-26;-25,961254
1,04;0,063746145;-26,025;-25,961254
1,041;0,063746145;-26,025;-25,961254
1,042;0,038746145;-26;-25,961254
1,043;0,038746145;-26;-25,961254
1,044;0,063746145;-26,025;-25,961254
1,045;0,063746145;-26,025;-25,961254
1,046;0,088746145;-26,05;-25,961254
1,047;0,088746145;-26,05;-25,961254
1,048;0,088746145;-26,05;-25,961254
1,049;0,088746145;-26,05;-25,961254
1,05;0,088746145;-26,05;-25,961254
1,051;0,088746145;-26,05;-25,961254
1,052;0,088746145;-26,05;-25,961254
1,053;0,088746145;-26,05;-25,961254
1,054;0,088746145;-26,05;-25,961254
1,055;0,088746145;-26,05;-25,961254
1,056;0,088746145;-26,05;-25,961254
1,057;0,088746145;-26,05;-25,961254
1,058;0,088746145;-26,05;-25,961254
1,059;0,088746145;-26,05;-25,961254
1,06;0,088746145;-26,05;-25,961254
1,061;0,088746145;-26,05;-25,961254
1,062;0,088746145;-26,05;-25,961254
1,063;0,063746145;-26,025;-25,961254
1,064;0,088746145;-26,05;-25,961254
1,065;0,088746145;-26,05;-25,961254
1,066;0,088746145;-26,05;-25,961254
1,067;0,088746145;-26,05;-25,961254
1,068;0,088746145;-26,05;-25,961254
1,069;0,088746145;-26,05;-25,961254
1,07;0,088746145;-26,05;-25,961254
1,071;0,063746145;-26,025;-25,961254
1,072;0,063746145;-26,025;-25,961254
1,073;0,063746145;-26,025;-25,961254
1,074;0,063746145;-26,025;-25,961254
1,075;0,063746145;-26,025;-25,961254
1,076;0,063746145;-26,025;-25,961254
1,077;0,063746145;-26,025;-25,961254
1,078;0,063746145;-26,025;-25,961254
1,079;0,038746145;-26;-25,961254
1,08;0,038746145;-26;-25,961254
1,081;0,038746145;-26;-25,961254
1,082;0,038746145;-26;-25,961254
1,083;0,038746145;-26;-25,961254
1,084;0,038746145;-26;-25,961254
1,085;0,063746145;-26,025;-25,961254
1,086;0,063746145;-26,025;-25,961254
1,087;0,063746145;-26,025;-25,961254
1,088;0,038746145;-26;-25,961254
1,089;0,038746145;-26;-25,961254
1,09;0,038746145;-26;-25,961254
1,091;0,038746145;-26;-25,961254
1,092;0,038746145;-26;-25,961254
1,093;0,038746145;-26;-25,961254
1,094;0,038746145;-26;-25,961254
1,095;0,063746145;-26,025;-25,961254
1,096;0,063746145;-26,025;-25,961254
1,097;0,038746145;-26;-25,961254
1,098;0,063746145;-26,025;-25,961254
1,099;0,038746145;-26;-25,961254
1,1;0,038746145;-26;-25,961254
1,101;0,038746145;-26;-25,961254
1,102;0,038746145;-26;-25,961254
1,103;0,063746145;-26,025;-25,961254
1,104;0,063746145;-26,025;-25,961254
1,105;0,063746145;-26,025;-25,961254
1,106;0,063746145;-26,025;-25,961254
1,107;0,063746145;-26,025;-25,961254
1,108;0,063746145;-26,025;-25,961254
1,109;0,063746145;-26,025;-25,961254
1,11;0,063746145;-26,025;-25,961254
1,111;0,063746145;-26,025;-25,961254
1,112;0,063746145;-26,025;-25,961254
1,113;0,088746145;-26,05;-25,961254
1,114;0,088746145;-26,05;-25,961254
1,115;0,088746145;-26,05;-25,961254
1,116;0,088746145;-26,05;-25,961254
1,117;0,063746145;-26,025;-25,961254
1,118;0,063746145;-26,025;-25,961254
1,119;0,063746145;-26,025;-25,961254
1,12;0,063746145;-26,025;-25,961254
1,121;0,063746145;-26,025;-25,961254
1,122;0,063746145;-26,025;-25,961254
1,123;0,088746145;-26,05;-25,961254
1,124;0,063746145;-26,025;-25,961254
1,125;0,063746145;-26,025;-25,961254
1,126;0,063746145;-26,025;-25,961254
1,127;0,063746145;-26,025;-25,961254
1,128;0,063746145;-26,025;-25,961254
1,129;0,063746145;-26,025;-25,961254
1,13;0,063746145;-26,025;-25,961254
1,131;0,063746145;-26,025;-25,961254
1,132;0,063746145;-26,025;-25,961254
1,133;0,088746145;-26,05;-25,961254
1,134;0,063746145;-26,025;-25,961254
1,135;0,063746145;-26,025;-25,961254
1,136;0,063746145;-26,025;-25,961254
1,137;0,038746145;-26;-25,961254
1,138;0,038746145;-26;-25,961254
1,139;0,063746145;-26,025;-25,961254
1,14;0,063746145;-26,025;-25,961254
1,141;0,063746145;-26,025;-25,961254
1,142;0,063746145;-26,025;-25,961254
1,143;0,063746145;-26,025;-25,961254
1,144;0,063746145;-26,025;-25,961254
1,145;0,063746145;-26,025;-25,961254
1,146;0,038746145;-26;-25,961254
1,147;0,038746145;-26;-25,961254
1,148;0,038746145;-26;-25,961254
1,149;0,038746145;-26;-25,961254
1,15;0,063746145;-26,025;-25,961254
1,151;0,063746145;-26,025;-25,961254
1,152;0,063746145;-26,025;-25,961254
1,153;0,063746145;-26,025;-25,961254
1,154;0,063746145;-26,025;-25,961254
1,155;0,038746145;-26;-25,961254
1,156;0,038746145;-26;-25,961254
1,157;0,038746145;-26;-25,961254
1,158;0,063746145;-26,025;-25,961254
1,159;0,063746145;-26,025;-25,961254
1,16;0,063746145;-26,025;-25,961254
1,161;0,063746145;-26,025;-25,961254
1,162;0,063746145;-26,025;-25,961254
1,163;0,063746145;-26,025;-25,961254
1,164;0,063746145;-26,025;-25,961254
1,165;0,063746145;-26,025;-25,961254
1,166;0,063746145;-26,025;-25,961254
1,167;0,038746145;-26;-25,961254
1,168;0,063746145;-26,025;-25,961254
1,169;0,063746145;-26,025;-25,961254
1,17;0,063746145;-26,025;-25,961254
1,171;0,088746145;-26,05;-25,961254
1,172;0,063746145;-26,025;-25,961254
1,173;0,063746145;-26,025;-25,961254
1,174;0,063746145;-26,025;-25,961254
1,175;0,063746145;-26,025;-25,961254
1,176;0,063746145;-26,025;-25,961254
1,177;0,063746145;-26,025;-25,961254
1,178;0,063746145;-26,025;-25,961254
1,179;0,063746145;-26,025;-25,961254
1,18;0,063746145;-26,025;-25,961254
1,181;0,063746145;-26,025;-25,961254
1,182;0,063746145;-26,025;-25,961254
1,183;0,063746145;-26,025;-25,961254
1,184;0,063746145;-26,025;-25,961254
1,185;0,063746145;-26,025;-25,961254
1,186;0,063746145;-26,025;-25,961254
1,187;0,063746145;-26,025;-25,961254
1,188;0,063746145;-26,025;-25,961254
1,189;0,063746145;-26,025;-25,961254
1,19;0,063746145;-26,025;-25,961254
1,191;0,063746145;-26,025;-25,961254
1,192;0,063746145;-26,025;-25,961254
1,193;0,063746145;-26,025;-25,961254
1,194;0,063746145;-26,025;-25,961254
1,195;0,063746145;-26,025;-25,961254
1,196;0,063746145;-26,025;-25,961254
1,197;0,063746145;-26,025;-25,961254
1,198;0,063746145;-26,025;-25,961254
1,199;0,063746145;-26,025;-25,961254
1,2;0,063746145;-26,025;-25,961254
1,201;0,063746145;-26,025;-25,961254
1,202;0,063746145;-26,025;-25,961254
1,203;0,063746145;-26,025;-25,961254
1,204;0,063746145;-26,025;-25,961254
1,205;0,063746145;-26,025;-25,961254
1,206;0,063746145;-26,025;-25,961254
1,207;0,063746145;-26,025;-25,961254
1,208;0,063746145;-26,025;-25,961254
1,209;0,063746145;-26,025;-25,961254
1,21;0,063746145;-26,025;-25,961254
1,211;0,063746145;-26,025;-25,961254
1,212;0,063746145;-26,025;-25,961254
1,213;0,063746145;-26,025;-25,961254
1,214;0,063746145;-26,025;-25,961254
1,215;0,063746145;-26,025;-25,961254
1,216;0,063746145;-26,025;-25,961254
1,217;0,063746145;-26,025;-25,961254
1,218;0,063746145;-26,025;-25,961254
1,219;0,063746145;-26,025;-25,961254
1,22;0,063746145;-26,025;-25,961254
1,221;0,063746145;-26,025;-25,961254
1,222;0,063746145;-26,025;-25,961254
1,223;0,038746145;-26;-25,961254
1,224;0,063746145;-26,025;-25,961254
1,225;0,063746145;-26,025;-25,961254
1,226;0,063746145;-26,025;-25,961254
1,227;0,063746145;-26,025;-25,961254
1,228;0,063746145;-26,025;-25,961254
1,229;0,063746145;-26,025;-25,961254
1,23;0,063746145;-26,025;-25,961254
1,231;0,063746145;-26,025;-25,961254
1,232;0,063746145;-26,025;-25,961254
1,233;0,063746145;-26,025;-25,961254
1,234;0,063746145;-26,025;-25,961254
1,235;0,063746145;-26,025;-25,961254
1,236;0,063746145;-26,025;-25,961254
1,237;0,063746145;-26,025;-25,961254
1,238;0,063746145;-26,025;-25,961254
1,239;0,063746145;-26,025;-25,961254
1,24;0,063746145;-26,025;-25,961254
1,241;0,063746145;-26,025;-25,961254
1,242;0,038746145;-26;-25,961254
1,243;0,063746145;-26,025;-25,961254
1,244;0,063746145;-26,025;-25,961254
1,245;0,063746145;-26,025;-25,961254
1,246;0,063746145;-26,025;-25,961254
1,247;0,063746145;-26,025;-25,961254
1,248;0,063746145;-26,025;-25,961254
1,249;0,063746145;-26,025;-25,961254
1,25;1;-26;-0,17880708
1,251;1;-26,025;-0,17880708
1,252;1;-26,025;-0,17880708
1,253;1;-26,025;-0,17880708
1,254;1;-26,025;-0,17880708
1,255;1;-26,025;-0,17880708
1,256;1;-26,025;-0,17880708
